name,brand,category,description,quantity_value,quantity_unit,price,sale_price,currency,is_on_sale,is_organic,is_available,search_aliases,image_url,source
Mix - Badam Milk,,beverages,,200.0,g,110.0,110.0,INR,False,False,True,"{""milk"",""mix - badam milk"",""badam""}",https://loremflickr.com/400/400/milk?lock=8197,bigbasket_dataset
Healthy Sattu Protein Mix - Fibre Rich,,beverages,,100.0,g,79.0,79.0,INR,False,False,True,"{""sattu"",""healthy sattu protein mix - fibre rich"",""fibre"",""protein"",""rich"",""healthy""}","https://loremflickr.com/400/400/beverage,drink?lock=6285",bigbasket_dataset
Desi Utthana diabetea-herbal-tea 100 g,,beverages,,100.0,g,135.0,135.0,INR,False,False,True,"{""utthana"",""desi utthana diabetea-herbal-tea 100 g"",""desi"",""diabetea-herbal-tea""}",https://loremflickr.com/400/400/tea?lock=8825,bigbasket_dataset
Ragi Diet,,beverages,,200.0,g,80.0,80.0,INR,False,False,True,"{""diet"",""ragi diet"",""ragi""}","https://loremflickr.com/400/400/beverage,drink?lock=1580",bigbasket_dataset
Natural Raw Kerala Banana Powder,,beverages,,200.0,g,299.0,299.0,INR,False,False,True,"{""natural raw kerala banana powder"",""banana"",""powder"",""natural"",""kerala""}",https://loremflickr.com/400/400/banana?lock=4580,bigbasket_dataset
"Orange Flavour - Rich In Vitamin C, Helps Boost Immunity",,beverages,,16.2,g,40.0,40.0,INR,False,False,True,"{""orange"",""helps"",""orange flavour - rich in vitamin c, helps boost immunity"",""immunity"",""boost"",""flavour"",""rich"",""vitamin""}","https://loremflickr.com/400/400/beverage,drink?lock=7767",bigbasket_dataset
"Vitamin C Drink - Mango, Rich In Activated Liposomal, Phospholipids & Mangiferin",,beverages,,200.0,ml,50.0,50.0,INR,False,False,True,"{""mango,"",""vitamin c drink - mango, rich in activated liposomal, phospholipids & mangiferin"",""liposomal,"",""phospholipids"",""drink"",""mangiferin"",""activated"",""rich"",""vitamin""}","https://loremflickr.com/400/400/beverage,drink?lock=5911",bigbasket_dataset
Health & Nutrition Drink Refill,,beverages,,500.0,g,245.0,245.0,INR,False,False,True,"{""refill"",""nutrition"",""health"",""drink"",""health & nutrition drink refill""}","https://loremflickr.com/400/400/beverage,drink?lock=8432",bigbasket_dataset
Mango Slim Shake - Weight Control Powered By Ayurveda,,beverages,,500.0,g,,,INR,False,False,True,"{""ayurveda"",""powered"",""control"",""shake"",""slim"",""mango slim shake - weight control powered by ayurveda"",""mango"",""weight""}","https://loremflickr.com/400/400/beverage,drink?lock=9693",bigbasket_dataset
"Balance - Kanji Podi, Health Mix For Strength & Stamina",,beverages,,250.0,g,,,INR,False,False,True,"{""strength"",""stamina"",""health"",""balance"",""podi,"",""balance - kanji podi, health mix for strength & stamina"",""kanji""}","https://loremflickr.com/400/400/beverage,drink?lock=5185",bigbasket_dataset
Women's Plus - Caramel,,beverages,,400.0,g,426.426,323.05,INR,True,False,True,"{""caramel"",""women's"",""plus"",""women's plus - caramel""}","https://loremflickr.com/400/400/beverage,drink?lock=5091",bigbasket_dataset
"Health & Nutrition Drink Powder - Vanilla Flavour, Nutrition For Kids Growth",,beverages,,400.0,g,710.0,710.0,INR,False,False,True,"{""flavour,"",""growth"",""nutrition"",""vanilla"",""health"",""powder"",""health & nutrition drink powder - vanilla flavour, nutrition for kids growth"",""kids"",""drink""}","https://loremflickr.com/400/400/beverage,drink?lock=3481",bigbasket_dataset
Energy & Nutrition Drink Promo,,beverages,,500.0,g,595.0,595.0,INR,False,False,True,"{""energy & nutrition drink promo"",""energy"",""nutrition"",""drink"",""promo""}","https://loremflickr.com/400/400/beverage,drink?lock=986",bigbasket_dataset
"Creamy Classic Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",,beverages,,500.0,g,327.214,277.3,INR,True,False,True,"{""nutritious"",""faster"",""clinically"",""formula"",""creamy"",""supports"",""creamy classic nutritious health drink - vitamin c & a supports kids immune, clinically proven for 2x faster growth formula"",""immune,"",""proven"",""growth"",""health"",""kids"",""classic"",""drink"",""vitamin""}","https://loremflickr.com/400/400/beverage,drink?lock=8565",bigbasket_dataset
"Diabetes Care Nutrition Drink - Helps Control Blood Sugar Levels, Chocolate Flavour",,beverages,,400.0,g,925.0,925.0,INR,False,False,True,"{""helps"",""levels,"",""chocolate"",""sugar"",""diabetes care nutrition drink - helps control blood sugar levels, chocolate flavour"",""nutrition"",""diabetes"",""control"",""drink"",""care"",""flavour"",""blood""}",https://loremflickr.com/400/400/chocolate?lock=169,bigbasket_dataset
Drink Mix - Badam,,beverages,,100.0,g,86.0,86.0,INR,False,False,True,"{""drink"",""badam"",""drink mix - badam""}","https://loremflickr.com/400/400/beverage,drink?lock=4426",bigbasket_dataset
Glucose-D Instant Glucose,,beverages,,200.0,g,71.82000000000001,68.4,INR,True,False,True,"{""glucose-d"",""instant"",""glucose"",""glucose-d instant glucose""}","https://loremflickr.com/400/400/beverage,drink?lock=7622",bigbasket_dataset
"Plant Protein Powder - Rich Chocolate Flavour, For Women, Gut-Friendly Probiotics",,beverages,,500.0,g,1599.0,1599.0,INR,False,False,True,"{""flavour,"",""chocolate"",""plant protein powder - rich chocolate flavour, for women, gut-friendly probiotics"",""probiotics"",""powder"",""plant"",""women,"",""gut-friendly"",""protein"",""rich""}",https://loremflickr.com/400/400/chocolate?lock=5564,bigbasket_dataset
"High Protein Berry Full Hearty Milk Mix - No Sugar, With Oats, Organic Jowar, Strawberry Powder",,beverages,,250.0,g,390.0,390.0,INR,False,True,True,"{""berry"",""sugar,"",""oats,"",""jowar,"",""hearty"",""high"",""powder"",""strawberry"",""high protein berry full hearty milk mix - no sugar, with oats, organic jowar, strawberry powder"",""full"",""organic"",""with"",""milk"",""protein""}",https://loremflickr.com/400/400/milk?lock=1892,bigbasket_dataset
"Instant Energy Powder - Health Drink With 99.4% Pure Glucose, Juicy Orange",,beverages,,500.0,g,160.0,160.0,INR,False,False,True,"{""orange"",""glucose,"",""juicy"",""instant energy powder - health drink with 99.4% pure glucose, juicy orange"",""pure"",""energy"",""powder"",""health"",""drink"",""with"",""99.4%"",""instant""}","https://loremflickr.com/400/400/beverage,drink?lock=3579",bigbasket_dataset
Instant Energy Health Drink - Nimbu Pani,,beverages,,1.0,kg,371.45,323.0,INR,True,False,True,"{""instant energy health drink - nimbu pani"",""pani"",""energy"",""health"",""drink"",""nimbu"",""instant""}","https://loremflickr.com/400/400/beverage,drink?lock=8183",bigbasket_dataset
"Diabetes Care Nutrition Drink - Helps Control Blood Sugar Levels, Vanilla Flavour",,beverages,,400.0,g,995.0,995.0,INR,False,False,True,"{""helps"",""levels,"",""sugar"",""diabetes"",""nutrition"",""diabetes care nutrition drink - helps control blood sugar levels, vanilla flavour"",""control"",""vanilla"",""drink"",""care"",""flavour"",""blood""}",https://loremflickr.com/400/400/sugar?lock=3659,bigbasket_dataset
"Kesar Badam Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",,beverages,,500.0,g,392.35,332.5,INR,True,False,True,"{""nutritious"",""faster"",""clinically"",""formula"",""supports"",""proven"",""immune,"",""growth"",""health"",""kids"",""kesar badam nutritious health drink - vitamin c & a supports kids immune, clinically proven for 2x faster growth formula"",""drink"",""badam"",""kesar"",""vitamin""}","https://loremflickr.com/400/400/beverage,drink?lock=3603",bigbasket_dataset
Original Adult Health & Nutritional Drink Mix For Recovery With High Protein,,beverages,,750.0,g,1228.125,982.5,INR,True,False,True,"{""adult"",""health"",""high"",""recovery"",""nutritional"",""drink"",""original adult health & nutritional drink mix for recovery with high protein"",""with"",""original"",""protein""}","https://loremflickr.com/400/400/beverage,drink?lock=897",bigbasket_dataset
"Ragi Malt - Rich In Protein & Calcium, Natural & Healthy",,beverages,,200.0,g,243.3975,211.65,INR,True,False,True,"{""calcium,"",""malt"",""ragi malt - rich in protein & calcium, natural & healthy"",""ragi"",""natural"",""protein"",""rich"",""healthy""}","https://loremflickr.com/400/400/beverage,drink?lock=3355",bigbasket_dataset
GlucoPlus-C Instant Glucose - Juicy Orange Flavour,,beverages,,500.0,g,202.293,172.9,INR,True,False,True,"{""orange"",""juicy"",""glucoplus-c instant glucose - juicy orange flavour"",""glucoplus-c"",""flavour"",""instant"",""glucose""}","https://loremflickr.com/400/400/beverage,drink?lock=3656",bigbasket_dataset
"Plant Protein Powder - For Women, Trial Pack, Café Mocha & Rich Chocolate Flavours",,beverages,,25.0,g,849.0,849.0,INR,False,False,True,"{""mocha"",""café"",""chocolate"",""plant protein powder - for women, trial pack, café mocha & rich chocolate flavours"",""flavours"",""powder"",""trial"",""plant"",""pack,"",""women,"",""protein"",""rich""}",https://loremflickr.com/400/400/chocolate?lock=2536,bigbasket_dataset
"High Protein Banana Hearty Milk Mix - No Sugar, With Oats, Organic Jowar, Banana Powder",,beverages,,250.0,g,380.0,380.0,INR,False,True,True,"{""high protein banana hearty milk mix - no sugar, with oats, organic jowar, banana powder"",""sugar,"",""oats,"",""banana"",""jowar,"",""hearty"",""high"",""powder"",""organic"",""with"",""milk"",""protein""}",https://loremflickr.com/400/400/milk?lock=4484,bigbasket_dataset
"7+ Specialized Nutrition Drink Powder - For Growing Children, Vanilla Flavour",,beverages,,400.0,g,615.0,615.0,INR,False,False,True,"{""nutrition"",""specialized"",""growing"",""powder"",""vanilla"",""7+ specialized nutrition drink powder - for growing children, vanilla flavour"",""drink"",""children,"",""flavour""}","https://loremflickr.com/400/400/beverage,drink?lock=4113",bigbasket_dataset
"Natural Vita Mix - Immunity Boosting, Source Of Natural Energy",,beverages,,90.0,g,,,INR,False,False,True,"{""source"",""boosting,"",""vita"",""energy"",""immunity"",""natural"",""natural vita mix - immunity boosting, source of natural energy""}","https://loremflickr.com/400/400/beverage,drink?lock=1086",bigbasket_dataset
Badam Drink,,beverages,,500.0,g,,,INR,False,False,True,"{""badam drink"",""drink"",""badam""}","https://loremflickr.com/400/400/beverage,drink?lock=8306",bigbasket_dataset
Ragi Badam Drink,,beverages,,200.0,g,,,INR,False,False,True,"{""ragi badam drink"",""drink"",""badam"",""ragi""}","https://loremflickr.com/400/400/beverage,drink?lock=2500",bigbasket_dataset
"Millet Milk Mix - Chocolate, High Protein, No Refined Sugar, No Maida, Trial Pack",,beverages,,40.0,g,,,INR,False,False,True,"{""protein,"",""sugar,"",""maida,"",""chocolate,"",""high"",""trial"",""millet milk mix - chocolate, high protein, no refined sugar, no maida, trial pack"",""refined"",""milk"",""pack"",""millet""}",https://loremflickr.com/400/400/milk?lock=2280,bigbasket_dataset
Drink Powder - Sports Stars First Choice,,beverages,,15.0,g,5.0,5.0,INR,False,False,True,"{""sports"",""first"",""powder"",""drink powder - sports stars first choice"",""drink"",""stars"",""choice""}","https://loremflickr.com/400/400/beverage,drink?lock=5889",bigbasket_dataset
"Royale Chocolate Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",,beverages,,1.0,kg,770.3454999999999,588.05,INR,True,False,True,"{""nutritious"",""faster"",""chocolate"",""clinically"",""royale"",""formula"",""supports"",""proven"",""immune,"",""growth"",""royale chocolate nutritious health drink - vitamin c & a supports kids immune, clinically proven for 2x faster growth formula"",""health"",""kids"",""drink"",""vitamin""}",https://loremflickr.com/400/400/chocolate?lock=1145,bigbasket_dataset
"Diabetes Care - High In Fibre & Protein, Creamy Vanilla Flavour",,beverages,,400.0,g,1203.84,684.0,INR,True,False,True,"{""protein,"",""creamy"",""diabetes"",""vanilla"",""high"",""fibre"",""care"",""flavour"",""diabetes care - high in fibre & protein, creamy vanilla flavour""}","https://loremflickr.com/400/400/beverage,drink?lock=5655",bigbasket_dataset
"Badam Almond Drink Mix - Rich In Protein & Vitamins, No Artificial Flavours",,beverages,,200.0,g,171.83999999999995,143.2,INR,True,False,True,"{""vitamins,"",""badam almond drink mix - rich in protein & vitamins, no artificial flavours"",""flavours"",""almond"",""drink"",""badam"",""artificial"",""protein"",""rich""}","https://loremflickr.com/400/400/beverage,drink?lock=54",bigbasket_dataset
GlucoPlus-C Instant Glucose - Juicy Lemon Flavour,,beverages,,400.0,g,235.0,235.0,INR,False,False,True,"{""juicy"",""glucoplus-c instant glucose - juicy lemon flavour"",""glucoplus-c"",""lemon"",""flavour"",""instant"",""glucose""}","https://loremflickr.com/400/400/beverage,drink?lock=3863",bigbasket_dataset
"Wholesome Child Nutrition For Growth & Development - Mango, High Protein With DHA",,beverages,,400.0,g,516.732,346.8,INR,True,False,True,"{""mango,"",""child"",""growth"",""nutrition"",""wholesome"",""wholesome child nutrition for growth & development - mango, high protein with dha"",""high"",""with"",""development"",""protein""}","https://loremflickr.com/400/400/beverage,drink?lock=8211",bigbasket_dataset
Lite Health & Nutrition Drink - Regular Malt Flavour,,beverages,,450.0,g,343.52,304.0,INR,True,False,True,"{""malt"",""nutrition"",""regular"",""lite"",""health"",""drink"",""flavour"",""lite health & nutrition drink - regular malt flavour""}","https://loremflickr.com/400/400/beverage,drink?lock=2164",bigbasket_dataset
5 Star Magic Chocolate Nutrition Drink,,beverages,,750.0,g,397.1724,351.48,INR,True,False,True,"{""star"",""chocolate"",""5 star magic chocolate nutrition drink"",""nutrition"",""drink"",""magic""}",https://loremflickr.com/400/400/chocolate?lock=7777,bigbasket_dataset
Instant Energy Health Drink - Regular,,beverages,,1.0,kg,216.832,193.6,INR,True,False,True,"{""energy"",""regular"",""health"",""drink"",""instant energy health drink - regular"",""instant""}","https://loremflickr.com/400/400/beverage,drink?lock=9110",bigbasket_dataset
"Diabetes Care Nutrition Drink - Helps Control Blood Sugar Levels, Chocolate Flavour",,beverages,,200.0,g,540.0,540.0,INR,False,False,True,"{""helps"",""levels,"",""chocolate"",""sugar"",""diabetes care nutrition drink - helps control blood sugar levels, chocolate flavour"",""nutrition"",""diabetes"",""control"",""drink"",""care"",""flavour"",""blood""}",https://loremflickr.com/400/400/chocolate?lock=169,bigbasket_dataset
"iStrong Women's Health Drink - Fortified With Iron, Caramel Flavour",,beverages,,200.0,g,233.4375,186.75,INR,True,False,True,"{""istrong"",""caramel"",""health"",""women's"",""drink"",""fortified"",""with"",""istrong women's health drink - fortified with iron, caramel flavour"",""flavour"",""iron,""}","https://loremflickr.com/400/400/beverage,drink?lock=1125",bigbasket_dataset
"Wholesome Child Nutrition For Growth & Development - Strawberry, High Protein With DHA",,beverages,,400.0,g,1128.825,652.5,INR,True,False,True,"{""child"",""growth"",""nutrition"",""wholesome"",""high"",""strawberry,"",""wholesome child nutrition for growth & development - strawberry, high protein with dha"",""with"",""development"",""protein""}","https://loremflickr.com/400/400/beverage,drink?lock=7883",bigbasket_dataset
"Women's Plus, Chocolate",,beverages,,400.0,g,377.487,306.9,INR,True,False,True,"{""plus,"",""women's"",""chocolate"",""women's plus, chocolate""}",https://loremflickr.com/400/400/chocolate?lock=2862,bigbasket_dataset
"Nutrition Drink - Health, Energy & Sports",,beverages,,1.0,kg,599.0,599.0,INR,False,False,True,"{""sports"",""health,"",""energy"",""nutrition"",""drink"",""nutrition drink - health, energy & sports""}","https://loremflickr.com/400/400/beverage,drink?lock=5967",bigbasket_dataset
"High Protein Drink - For Physically Active Adults, Chocolate Flavour",,beverages,,400.0,g,880.0,880.0,INR,False,False,True,"{""adults,"",""chocolate"",""physically"",""high protein drink - for physically active adults, chocolate flavour"",""high"",""drink"",""flavour"",""protein"",""active""}",https://loremflickr.com/400/400/chocolate?lock=2585,bigbasket_dataset
"Go Grains Multigrain Instant Drink Mix - For Growth & Immunity, Chocolate Flavour",,beverages,,400.0,g,327.1875,261.75,INR,True,False,True,"{""flavour"",""chocolate"",""growth"",""go grains multigrain instant drink mix - for growth & immunity, chocolate flavour"",""grains"",""multigrain"",""drink"",""immunity,"",""instant""}",https://loremflickr.com/400/400/chocolate?lock=6406,bigbasket_dataset
Lite Scientifically Designed Child Nutrition to Manage Growth & Weight-Chocolate,,beverages,,400.0,g,712.5,570.0,INR,True,False,True,"{""lite scientifically designed child nutrition to manage growth & weight-chocolate"",""child"",""growth"",""nutrition"",""weight-chocolate"",""lite"",""scientifically"",""designed"",""manage""}",https://loremflickr.com/400/400/chocolate?lock=4877,bigbasket_dataset
Health & Nutrition Drink,,beverages,,750.0,g,433.16,364.0,INR,True,False,True,"{""health & nutrition drink"",""health"",""drink"",""nutrition""}","https://loremflickr.com/400/400/beverage,drink?lock=2154",bigbasket_dataset
"Pista Badam Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",,beverages,,500.0,g,372.3525,318.25,INR,True,False,True,"{""pista"",""nutritious"",""faster"",""clinically"",""formula"",""supports"",""proven"",""immune,"",""growth"",""health"",""kids"",""pista badam nutritious health drink - vitamin c & a supports kids immune, clinically proven for 2x faster growth formula"",""drink"",""badam"",""vitamin""}","https://loremflickr.com/400/400/beverage,drink?lock=4178",bigbasket_dataset
Lite Scientifically Designed Child Nutrition to Manage Growth & Weight-Vanilla,,beverages,,400.0,g,1063.35,625.5,INR,True,False,True,"{""lite scientifically designed child nutrition to manage growth & weight-vanilla"",""child"",""growth"",""nutrition"",""lite"",""scientifically"",""designed"",""weight-vanilla"",""manage""}","https://loremflickr.com/400/400/beverage,drink?lock=2458",bigbasket_dataset
"Diabetes Plus - Helps Manage Blood Sugar, Vanilla",,beverages,,400.0,g,772.225,671.5,INR,True,False,True,"{""helps"",""sugar,"",""diabetes"",""plus"",""vanilla"",""diabetes plus - helps manage blood sugar, vanilla"",""blood"",""manage""}",https://loremflickr.com/400/400/sugar?lock=450,bigbasket_dataset
"High Protein Drink - For Physically Active Adults, Vanilla Flavour",,beverages,,400.0,g,1203.84,836.0,INR,True,False,True,"{""adults,"",""high protein drink - for physically active adults, vanilla flavour"",""physically"",""vanilla"",""high"",""drink"",""flavour"",""protein"",""active""}","https://loremflickr.com/400/400/beverage,drink?lock=7659",bigbasket_dataset
"iStrong Women's Health Drink - Fortified With Iron, Chocolate Flavour",,beverages,,200.0,g,239.04,199.2,INR,True,False,True,"{""chocolate"",""istrong"",""istrong women's health drink - fortified with iron, chocolate flavour"",""health"",""women's"",""drink"",""fortified"",""with"",""flavour"",""iron,""}",https://loremflickr.com/400/400/chocolate?lock=754,bigbasket_dataset
Health & Nutrition Drink - Chocolate,,beverages,,750.0,g,370.0,370.0,INR,False,False,True,"{""health & nutrition drink - chocolate"",""chocolate"",""nutrition"",""health"",""drink""}",https://loremflickr.com/400/400/chocolate?lock=1985,bigbasket_dataset
"Health & Nutrition Drink Powder - Kesar Badam Flavour, Nutrition For Kids Growth",,beverages,,200.0,g,450.0,450.0,INR,False,False,True,"{""flavour,"",""growth"",""health & nutrition drink powder - kesar badam flavour, nutrition for kids growth"",""nutrition"",""health"",""powder"",""kids"",""drink"",""badam"",""kesar""}","https://loremflickr.com/400/400/beverage,drink?lock=8247",bigbasket_dataset
"Mama Health & Nutritional Drink Mix - For Pregnant & Breastfeeding Mothers, Chocolate Flavour",,beverages,,400.0,g,836.1880000000001,561.2,INR,True,False,True,"{""mama"",""mothers,"",""chocolate"",""pregnant"",""health"",""mama health & nutritional drink mix - for pregnant & breastfeeding mothers, chocolate flavour"",""drink"",""nutritional"",""breastfeeding"",""flavour""}",https://loremflickr.com/400/400/chocolate?lock=9676,bigbasket_dataset
"Health Mix - 100% Natural Nutrition, No Added Sugar, Preservative Free",,beverages,,500.0,g,274.0,274.0,INR,False,False,True,"{""health mix - 100% natural nutrition, no added sugar, preservative free"",""added"",""sugar,"",""free"",""preservative"",""health"",""natural"",""nutrition,"",""100%""}",https://loremflickr.com/400/400/sugar?lock=6433,bigbasket_dataset
Lil Champs Health Drink,,beverages,,500.0,g,349.0,349.0,INR,False,False,True,"{""lil champs health drink"",""health"",""drink"",""champs""}","https://loremflickr.com/400/400/beverage,drink?lock=8703",bigbasket_dataset
"Kesar Badam Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",,beverages,,500.0,g,409.165,346.75,INR,True,False,True,"{""nutritious"",""faster"",""clinically"",""formula"",""supports"",""proven"",""immune,"",""growth"",""health"",""kids"",""kesar badam nutritious health drink - vitamin c & a supports kids immune, clinically proven for 2x faster growth formula"",""drink"",""badam"",""kesar"",""vitamin""}","https://loremflickr.com/400/400/beverage,drink?lock=3603",bigbasket_dataset
"Creamy Classic Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",,beverages,,500.0,g,333.2125,289.75,INR,True,False,True,"{""nutritious"",""faster"",""clinically"",""formula"",""creamy"",""supports"",""creamy classic nutritious health drink - vitamin c & a supports kids immune, clinically proven for 2x faster growth formula"",""immune,"",""proven"",""growth"",""health"",""kids"",""classic"",""drink"",""vitamin""}","https://loremflickr.com/400/400/beverage,drink?lock=8565",bigbasket_dataset
Lite Health & Nutrition Drink - Badam Flavour,,beverages,,450.0,g,414.7,319.0,INR,True,False,True,"{""nutrition"",""lite"",""health"",""drink"",""lite health & nutrition drink - badam flavour"",""badam"",""flavour""}","https://loremflickr.com/400/400/beverage,drink?lock=2240",bigbasket_dataset
"Bourn Vita Lil Champs Health Drink - Boosts Immunity, Physical Growth, For 2-5 Years",,beverages,,200.0,g,150.0,150.0,INR,False,False,True,"{""boosts"",""vita"",""champs"",""bourn"",""health"",""physical"",""years"",""drink"",""bourn vita lil champs health drink - boosts immunity, physical growth, for 2-5 years"",""growth,"",""immunity,""}","https://loremflickr.com/400/400/beverage,drink?lock=8595",bigbasket_dataset
"Zero Sucrose Health Drink - Vanilla Flavour, Nutrition For Kids Growth",,beverages,,400.0,g,715.0,715.0,INR,False,False,True,"{""sucrose"",""zero sucrose health drink - vanilla flavour, nutrition for kids growth"",""zero"",""flavour,"",""growth"",""nutrition"",""vanilla"",""health"",""kids"",""drink""}","https://loremflickr.com/400/400/beverage,drink?lock=6654",bigbasket_dataset
Classic Malt,,beverages,,18.0,g,5.0,5.0,INR,False,False,True,"{""classic malt"",""classic"",""malt""}","https://loremflickr.com/400/400/beverage,drink?lock=1196",bigbasket_dataset
Nutritional Powder - Premium Chocolate,,beverages,,400.0,g,650.0,650.0,INR,False,False,True,"{""nutritional powder - premium chocolate"",""premium"",""chocolate"",""powder"",""nutritional""}",https://loremflickr.com/400/400/chocolate?lock=5992,bigbasket_dataset
"Instant Energy Health Drink - Mango Blast, Refill",,beverages,,75.0,g,50.0,50.0,INR,False,False,True,"{""energy"",""refill"",""health"",""instant energy health drink - mango blast, refill"",""blast,"",""drink"",""mango"",""instant""}","https://loremflickr.com/400/400/beverage,drink?lock=6234",bigbasket_dataset
Nutritional Powder - Vanilla Delight,,beverages,,400.0,g,1184.4,789.6,INR,True,False,True,"{""delight"",""vanilla"",""powder"",""nutritional powder - vanilla delight"",""nutritional""}","https://loremflickr.com/400/400/beverage,drink?lock=9340",bigbasket_dataset
Instant Energy Health Drink Mango Blast Refill,,beverages,,450.0,g,218.40500000000003,198.55,INR,True,False,True,"{""instant energy health drink mango blast refill"",""energy"",""refill"",""health"",""drink"",""mango"",""blast"",""instant""}","https://loremflickr.com/400/400/beverage,drink?lock=7573",bigbasket_dataset
"Protein Plus, Chocolate",,beverages,,400.0,g,908.96,598.0,INR,True,False,True,"{""protein"",""chocolate"",""protein plus, chocolate"",""plus,""}",https://loremflickr.com/400/400/chocolate?lock=690,bigbasket_dataset
"Protein Plus, Vanilla",,beverages,,400.0,g,908.96,598.0,INR,True,False,True,"{""vanilla"",""protein plus, vanilla"",""protein"",""plus,""}","https://loremflickr.com/400/400/beverage,drink?lock=7363",bigbasket_dataset
Instant Energy Health Drink Regular,,beverages,,1.0,kg,288.956,249.1,INR,True,False,True,"{""energy"",""instant energy health drink regular"",""regular"",""health"",""drink"",""instant""}","https://loremflickr.com/400/400/beverage,drink?lock=8402",bigbasket_dataset
"Millet Chocolate - Rich In Calcium, Protein & Iron",,beverages,,400.0,g,310.8,259.0,INR,True,False,True,"{""calcium,"",""iron"",""chocolate"",""millet chocolate - rich in calcium, protein & iron"",""millet"",""protein"",""rich""}",https://loremflickr.com/400/400/chocolate?lock=7042,bigbasket_dataset
"Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea",,beverages,,1.0,kg,576.0,480.0,INR,True,False,True,"{""assam teas with gently rolled aromatic long leaves, rich & aromatic chai, black tea"",""rolled"",""gently"",""chai,"",""long"",""teas"",""aromatic"",""leaves,"",""with"",""assam"",""rich"",""black""}",https://loremflickr.com/400/400/tea?lock=3992,bigbasket_dataset
Grand Filter Coffee,,beverages,,500.0,g,273.7,238.0,INR,True,False,True,"{""grand"",""filter"",""grand filter coffee"",""coffee""}",https://loremflickr.com/400/400/coffee?lock=7471,bigbasket_dataset
"Classic Instant Coffee Powder, Roasted Coffee Beans, 100% Pure Coffee",,beverages,,2.0,x,2888.6400000000003,1224.0,INR,True,False,True,"{""classic instant coffee powder, roasted coffee beans, 100% pure coffee"",""roasted"",""powder,"",""pure"",""classic"",""coffee"",""beans,"",""instant"",""100%""}",https://loremflickr.com/400/400/coffee?lock=2915,bigbasket_dataset
Tea,,beverages,,,,632.28,479.0,INR,True,False,True,"{""tea""}",https://loremflickr.com/400/400/tea?lock=8607,bigbasket_dataset
Gold 100% Pure Coffee - Original,,beverages,,50.0,g,336.0,280.0,INR,True,False,True,"{""gold"",""pure"",""coffee"",""gold 100% pure coffee - original"",""original"",""100%""}",https://loremflickr.com/400/400/coffee?lock=2669,bigbasket_dataset
Tea - Natural Care,,beverages,,1.0,kg,582.66,498.0,INR,True,False,True,"{""tea - natural care"",""natural"",""care""}",https://loremflickr.com/400/400/tea?lock=6458,bigbasket_dataset
Instant Pure Coffee,,beverages,,100.0,g,351.9,306.0,INR,True,False,True,"{""pure"",""instant"",""instant pure coffee"",""coffee""}",https://loremflickr.com/400/400/coffee?lock=5923,bigbasket_dataset
Tea,,beverages,,500.0,g,335.0,335.0,INR,False,False,True,"{""tea""}",https://loremflickr.com/400/400/tea?lock=8607,bigbasket_dataset
Tea,,beverages,,1.0,kg,593.45,539.5,INR,True,False,True,"{""tea""}",https://loremflickr.com/400/400/tea?lock=8607,bigbasket_dataset
Strong Coffee,,beverages,,200.0,g,436.8,312.0,INR,True,False,True,"{""strong coffee"",""coffee"",""strong""}",https://loremflickr.com/400/400/coffee?lock=5472,bigbasket_dataset
Premium Coffee,,beverages,,100.0,g,277.5,185.0,INR,True,False,True,"{""premium"",""premium coffee"",""coffee""}",https://loremflickr.com/400/400/coffee?lock=7003,bigbasket_dataset
Beaten Caffe,,beverages,,250.0,g,345.15,265.5,INR,True,False,True,"{""caffe"",""beaten caffe"",""beaten""}","https://loremflickr.com/400/400/beverage,drink?lock=8890",bigbasket_dataset
Tea,,beverages,,25.0,pcs,80.0,80.0,INR,False,False,True,"{""tea""}",https://loremflickr.com/400/400/tea?lock=8607,bigbasket_dataset
Grand Instant Coffee,,beverages,,50.0,g,90.0,90.0,INR,False,False,True,"{""grand"",""grand instant coffee"",""instant"",""coffee""}",https://loremflickr.com/400/400/coffee?lock=9689,bigbasket_dataset
"Green Tea - Lemon & Honey, Rich In Antioxidants",,beverages,,140.0,g,556.9375,418.75,INR,True,False,True,"{""green tea - lemon & honey, rich in antioxidants"",""honey,"",""antioxidants"",""green"",""lemon"",""rich""}",https://loremflickr.com/400/400/tea?lock=577,bigbasket_dataset
Instant Coffee,,beverages,,100.0,g,220.0,220.0,INR,False,False,True,"{""instant"",""coffee"",""instant coffee""}",https://loremflickr.com/400/400/coffee?lock=2403,bigbasket_dataset
Kadak Tea,,beverages,,1.0,kg,506.52,378.0,INR,True,False,True,"{""kadak"",""kadak tea""}",https://loremflickr.com/400/400/tea?lock=9253,bigbasket_dataset
